-4 0
-1.4064855135653218 0
-1.223928639840632 0.04
-1.0918536068357931 0.08
-1.004691728756227 0.12
-0.8500138282278894 0.16
-0.3332453627444668 0.2
-0.3041272556693179 0.24000000000000002
-0.19982706424451147 0.28
-0.007735821763178537 0.32
0.057356335965938116 0.36
0.07189427950152787 0.39999999999999997
0.26534718093573956 0.43999999999999995
0.39140366076313915 0.4799999999999999
0.46326128212258516 0.5199999999999999
0.481180989573017 0.5599999999999999
0.4904078944804356 0.6
0.5231225352776265 0.64
0.6703976639697791 0.68
0.6766972357409201 0.7200000000000001
0.6788963231985776 0.7600000000000001
0.69396640814571 0.8000000000000002
0.9573815579387144 0.8400000000000002
1.4176212639581676 0.8800000000000002
1.5491675315409956 0.9200000000000003
1.8566360590791562 0.9600000000000003
4 1
